TerritoryCode,TerritoryName,TerritoryType,ComplianceDomainCode,ComplianceDomain,SourceID,ResourceName,URL,UsageNote
LATAM-CAR,Caribbean,Subregion,CONS,"Consumer protection, advertising & product safety",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-CAR,Caribbean,Subregion,CONS,"Consumer protection, advertising & product safety",SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-CAR,Caribbean,Subregion,COMP,Competition / antitrust,SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-CAR,Caribbean,Subregion,TRADE,"Trade, sanctions & export controls",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-CAR,Caribbean,Subregion,TRADE,"Trade, sanctions & export controls",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-CAR,Caribbean,Subregion,TRADE,"Trade, sanctions & export controls",SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-CAR,Caribbean,Subregion,EDU,Education & social services,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-CAR,Caribbean,Subregion,REAL,"Real estate, construction & zoning",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-CAR,Caribbean,Subregion,PROF,Professional services licensing,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-CAR,Caribbean,Subregion,PROC,Government procurement & grants,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,CORP,Corporate registration & company law,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,CORP,Corporate registration & company law,SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,TAX,"Tax, revenue & customs",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,TAX,"Tax, revenue & customs",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,LAB,"Labor, employment & workplace safety",SRC-ILO-DATA,ILO legal and labour databases,https://www.ilo.org/data-and-statistics,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,PRIV,Data protection & privacy,SRC-GPA,Global Privacy Assembly accredited members,https://globalprivacyassembly.com/participation-in-the-assembly/list-of-accredited-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,PRIV,Data protection & privacy,SRC-IAPP-PRIVACY-DIR,Global privacy law and DPA directory,https://iapp.org/resources/global-privacy-directory,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,PRIV,Data protection & privacy,SRC-EDPB,European Data Protection Board,https://www.edpb.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,CYBER,Cybersecurity & digital resilience,SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,CYBER,Cybersecurity & digital resilience,SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,FIN,"Banking, securities, payments & AML",SRC-IOSCO,IOSCO ordinary members,https://www.iosco.org/v2/about/?subsection=membership,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,FIN,"Banking, securities, payments & AML",SRC-BIS-CENTRALBANKS,Central bank and monetary authority websites,https://www.bis.org/cbanks.htm,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,INS,Insurance,SRC-IAIS,IAIS insurance supervisors and regulators,https://www.iais.org/about-the-iais/iais-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,HEALTH,"Healthcare, medical products & public health",SRC-WHO-WLA,WHO-Listed Authorities framework,https://www.who.int/initiatives/who-listed-authority-reg-authorities,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,FOOD,"Food, beverage & agriculture",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,ENV,"Environment, climate & natural resources",SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,ENV,"Environment, climate & natural resources",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,ENERGY,Energy & utilities,SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,ENERGY,Energy & utilities,SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,TELCO,"Telecommunications, media & broadcasting",SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,TELCO,"Telecommunications, media & broadcasting",SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,TRAN,Transportation & logistics,SRC-ICAO,ICAO Member States,https://www.icao.int/about-icao/member-states,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,TRAN,Transportation & logistics,SRC-FAA-INTL-CIVIL-AUTH,International aviation authorities directory,https://www.faa.gov/aircraft/air_cert/international/bilateral_agreements/link_intl_sites/civil_avi_auth,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,TRAN,Transportation & logistics,SRC-IMO,IMO Member States and maritime body,https://www.imo.org/en/ourwork/ero/pages/memberstates.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,CONS,"Consumer protection, advertising & product safety",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,CONS,"Consumer protection, advertising & product safety",SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,COMP,Competition / antitrust,SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,TRADE,"Trade, sanctions & export controls",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,TRADE,"Trade, sanctions & export controls",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,TRADE,"Trade, sanctions & export controls",SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,EDU,Education & social services,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,REAL,"Real estate, construction & zoning",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,PROF,Professional services licensing,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
LATAM-SAM,South America,Subregion,PROC,Government procurement & grants,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,CORP,Corporate registration & company law,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,CORP,Corporate registration & company law,SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,TAX,"Tax, revenue & customs",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,TAX,"Tax, revenue & customs",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,LAB,"Labor, employment & workplace safety",SRC-ILO-DATA,ILO legal and labour databases,https://www.ilo.org/data-and-statistics,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,PRIV,Data protection & privacy,SRC-GPA,Global Privacy Assembly accredited members,https://globalprivacyassembly.com/participation-in-the-assembly/list-of-accredited-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,PRIV,Data protection & privacy,SRC-IAPP-PRIVACY-DIR,Global privacy law and DPA directory,https://iapp.org/resources/global-privacy-directory,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,PRIV,Data protection & privacy,SRC-EDPB,European Data Protection Board,https://www.edpb.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,CYBER,Cybersecurity & digital resilience,SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,CYBER,Cybersecurity & digital resilience,SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,FIN,"Banking, securities, payments & AML",SRC-IOSCO,IOSCO ordinary members,https://www.iosco.org/v2/about/?subsection=membership,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,FIN,"Banking, securities, payments & AML",SRC-BIS-CENTRALBANKS,Central bank and monetary authority websites,https://www.bis.org/cbanks.htm,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,INS,Insurance,SRC-IAIS,IAIS insurance supervisors and regulators,https://www.iais.org/about-the-iais/iais-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,HEALTH,"Healthcare, medical products & public health",SRC-WHO-WLA,WHO-Listed Authorities framework,https://www.who.int/initiatives/who-listed-authority-reg-authorities,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,FOOD,"Food, beverage & agriculture",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,ENV,"Environment, climate & natural resources",SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,ENV,"Environment, climate & natural resources",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,ENERGY,Energy & utilities,SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,ENERGY,Energy & utilities,SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,TELCO,"Telecommunications, media & broadcasting",SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,TELCO,"Telecommunications, media & broadcasting",SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,TRAN,Transportation & logistics,SRC-ICAO,ICAO Member States,https://www.icao.int/about-icao/member-states,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,TRAN,Transportation & logistics,SRC-FAA-INTL-CIVIL-AUTH,International aviation authorities directory,https://www.faa.gov/aircraft/air_cert/international/bilateral_agreements/link_intl_sites/civil_avi_auth,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,TRAN,Transportation & logistics,SRC-IMO,IMO Member States and maritime body,https://www.imo.org/en/ourwork/ero/pages/memberstates.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,CONS,"Consumer protection, advertising & product safety",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,CONS,"Consumer protection, advertising & product safety",SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,COMP,Competition / antitrust,SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,TRADE,"Trade, sanctions & export controls",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,TRADE,"Trade, sanctions & export controls",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,TRADE,"Trade, sanctions & export controls",SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,EDU,Education & social services,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,REAL,"Real estate, construction & zoning",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,PROF,Professional services licensing,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA,Europe Middle East & Africa,Region,PROC,Government procurement & grants,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,CORP,Corporate registration & company law,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,CORP,Corporate registration & company law,SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,TAX,"Tax, revenue & customs",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,TAX,"Tax, revenue & customs",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,LAB,"Labor, employment & workplace safety",SRC-ILO-DATA,ILO legal and labour databases,https://www.ilo.org/data-and-statistics,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,PRIV,Data protection & privacy,SRC-GPA,Global Privacy Assembly accredited members,https://globalprivacyassembly.com/participation-in-the-assembly/list-of-accredited-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,PRIV,Data protection & privacy,SRC-IAPP-PRIVACY-DIR,Global privacy law and DPA directory,https://iapp.org/resources/global-privacy-directory,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,PRIV,Data protection & privacy,SRC-EDPB,European Data Protection Board,https://www.edpb.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,CYBER,Cybersecurity & digital resilience,SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,CYBER,Cybersecurity & digital resilience,SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,FIN,"Banking, securities, payments & AML",SRC-IOSCO,IOSCO ordinary members,https://www.iosco.org/v2/about/?subsection=membership,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,FIN,"Banking, securities, payments & AML",SRC-BIS-CENTRALBANKS,Central bank and monetary authority websites,https://www.bis.org/cbanks.htm,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,INS,Insurance,SRC-IAIS,IAIS insurance supervisors and regulators,https://www.iais.org/about-the-iais/iais-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,HEALTH,"Healthcare, medical products & public health",SRC-WHO-WLA,WHO-Listed Authorities framework,https://www.who.int/initiatives/who-listed-authority-reg-authorities,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,FOOD,"Food, beverage & agriculture",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,ENV,"Environment, climate & natural resources",SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,ENV,"Environment, climate & natural resources",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,ENERGY,Energy & utilities,SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,ENERGY,Energy & utilities,SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,TELCO,"Telecommunications, media & broadcasting",SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,TELCO,"Telecommunications, media & broadcasting",SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,TRAN,Transportation & logistics,SRC-ICAO,ICAO Member States,https://www.icao.int/about-icao/member-states,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,TRAN,Transportation & logistics,SRC-FAA-INTL-CIVIL-AUTH,International aviation authorities directory,https://www.faa.gov/aircraft/air_cert/international/bilateral_agreements/link_intl_sites/civil_avi_auth,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,TRAN,Transportation & logistics,SRC-IMO,IMO Member States and maritime body,https://www.imo.org/en/ourwork/ero/pages/memberstates.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,CONS,"Consumer protection, advertising & product safety",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,CONS,"Consumer protection, advertising & product safety",SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,COMP,Competition / antitrust,SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,TRADE,"Trade, sanctions & export controls",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,TRADE,"Trade, sanctions & export controls",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,TRADE,"Trade, sanctions & export controls",SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,EDU,Education & social services,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,REAL,"Real estate, construction & zoning",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,PROF,Professional services licensing,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EUR,Europe,Region,PROC,Government procurement & grants,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,CORP,Corporate registration & company law,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,CORP,Corporate registration & company law,SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,CORP,Corporate registration & company law,SRC-EURLEX,EUR-Lex EU law database,https://eur-lex.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,CORP,Corporate registration & company law,SRC-EC,European Commission,https://commission.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,TAX,"Tax, revenue & customs",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,TAX,"Tax, revenue & customs",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,TAX,"Tax, revenue & customs",SRC-EURLEX,EUR-Lex EU law database,https://eur-lex.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,TAX,"Tax, revenue & customs",SRC-EC,European Commission,https://commission.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,LAB,"Labor, employment & workplace safety",SRC-ILO-DATA,ILO legal and labour databases,https://www.ilo.org/data-and-statistics,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,LAB,"Labor, employment & workplace safety",SRC-EURLEX,EUR-Lex EU law database,https://eur-lex.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,LAB,"Labor, employment & workplace safety",SRC-EC,European Commission,https://commission.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
EMEA-EU,European Union,Supranational,PRIV,Data protection & privacy,SRC-GPA,Global Privacy Assembly accredited members,https://globalprivacyassembly.com/participation-in-the-assembly/list-of-accredited-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
